Path,object description,defect description
hazelnut/cut/03837_00351_006.png,"In the image is a hazelnut, against a black background.","The middle part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow. The lower right part has a crack defect, shaped as irregular pieces, colored pale yellow."
hazelnut/cut/03838_00352_007.png,"In the image is a hazelnut, against a black background.","The lower half of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow."
hazelnut/cut/03839_00353_008.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has a crack defect, shaped as a long form."
hazelnut/cut/03840_00354_009.png,"In the image is a hazelnut, against a black background.","The middle part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow."
hazelnut/cut/03841_00355_010.png,"In the image is a hazelnut, against a black background.","The lower left part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow."
hazelnut/cut/03842_00356_011.png,"In the image is a hazelnut, against a black background.","The lower left part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow."
hazelnut/cut/03843_00357_012.png,"In the image is a hazelnut, against a black background.","The middle part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow."
hazelnut/cut/03844_00358_013.png,"In the image is a hazelnut, against a black background.","The left part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow. The left part also has a crack defect, shaped as small stripes, colored yellow, totaling two."
hazelnut/cut/03845_00359_014.png,"In the image is a hazelnut, against a black background.","The lower half of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow."
hazelnut/cut/03846_00360_015.png,"In the image is a hazelnut, against a black background.","The left part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow. The left part also has a crack defect, shaped as small stripes, colored yellow, totaling two."
hazelnut/cut/03847_00361_016.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has a crack defect, shaped as a long form, colored pale black and yellow."
hazelnut/hole/03852_00402_000.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has defects with circular holes and surrounding flake-like scratches, shaped as irregular blocks."
hazelnut/hole/03853_00403_001.png,"In the image is a hazelnut, against a black background.","The middle part of the hazelnut has defects with circular holes, shaped as irregular blocks."
hazelnut/hole/03854_00404_002.png,"In the image is a hazelnut, against a black background.","The lower half of the hazelnut has defects with circular holes, irregularly shaped. The lower half also has crack defects, shaped as small stripes, colored yellow. The lower right part has crack defects, shaped as long stripes."
hazelnut/hole/03855_00405_003.png,"In the image is a hazelnut, against a black background.","The lower half of the hazelnut has defects with circular holes, shaped as irregular small blocks, colored yellow. The lower half also has defects with missing circular holes, shaped as irregular blocks."
hazelnut/hole/03856_00406_004.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has defects with missing circular holes, shaped as irregular blocks."
hazelnut/hole/03857_00407_005.png,"In the image is a hazelnut, against a black background.","The lower left part of the hazelnut has defects with missing circular holes, shaped as irregular blocks."
hazelnut/hole/03858_00408_006.png,"In the image is a hazelnut, against a black background.","The lower left part of the hazelnut has defects with circular holes and surrounding flake-like scratches, shaped as irregular blocks. The upper left part has crack defects, shaped as long fissures. The lower left part also has crack defects, shaped as long fissures."
hazelnut/hole/03859_00409_007.png,"In the image is a hazelnut, against a black background.","The middle part of the hazelnut has defects with circular holes, shaped as irregular blocks."
hazelnut/hole/03860_00410_008.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has defects with missing circular holes, shaped as irregular blocks."
hazelnut/hole/03861_00411_009.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has defects with missing circular holes, shaped as irregular blocks."
hazelnut/hole/03862_00412_010.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has defects with missing circular holes and surrounding flake-like scratches, shaped as irregular blocks. The upper left part has crack defects, shaped as long fissures. The lower right part also has crack defects, shaped as long fissures."
hazelnut/hole/03863_00413_011.png,"In the image is a hazelnut, against a black background.","The lower right part of the hazelnut has crack defects, shaped as long fissures. The upper left part also has crack defects, shaped as long fissures. The right part has defects with missing circular holes and surrounding flake-like scratches, shaped as irregular blocks."
hazelnut/hole/03864_00414_012.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has crack defects, shaped as long fissures, totaling two. The lower half also has crack defects, shaped as long fissures. The middle part has defects with circular holes, shaped as irregular blocks."
hazelnut/hole/03865_00415_013.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has defects with large missing holes, shaped as irregular blocks."
hazelnut/hole/03866_00416_014.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has defects with missing circular holes, shaped as irregular blocks. The right part also has crack defects, shaped as small fissures. The left part has crack defects, shaped as long fissures."
hazelnut/hole/03867_00417_015.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has defects with missing circular holes, shaped as irregular blocks."
hazelnut/hole/03868_00418_016.png,"In the image is a hazelnut, against a black background.","The left part of the hazelnut has defects with large missing holes, shaped as irregular blocks. The upper left part has crack defects, shaped as long fissures. The lower left part also has crack defects, shaped as long fissures."
hazelnut/hole/03869_00419_017.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has defects with missing circular holes, shaped as irregular blocks."
hazelnut/print/03870_00420_000.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has defects with misprinted characters, shaped as irregular blocks, colored white. The upper right part has misprinted character defects, shaped as irregular blocks, colored white. The lower right part also has misprinted character defects, shaped as irregular blocks, colored white."
hazelnut/print/03871_00421_001.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling three."
hazelnut/print/03872_00422_002.png,"In the image is a hazelnut, against a black background.","The upper right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling four. The lower right part also has misprinted character defects, shaped as irregular blocks, colored white, totaling two."
hazelnut/print/03873_00423_003.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling two."
hazelnut/print/03874_00424_004.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling four. The left part also has misprinted character defects, shaped as irregular blocks, colored white."
hazelnut/print/03875_00425_005.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling two."
hazelnut/print/03876_00426_006.png,"In the image is a hazelnut, against a black background.","The lower right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white."
hazelnut/print/03877_00427_007.png,"In the image is a hazelnut, against a black background.","The lower right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white. The right part also has misprinted character defects, shaped as irregular blocks, colored white, totaling ten. The middle part has misprinted character defects, shaped as irregular blocks, colored white."
hazelnut/print/03878_00428_008.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling two. The upper right part also has misprinted character defects, shaped as irregular blocks, colored white, totaling two."
hazelnut/print/03879_00429_009.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling two. The lower right part also has misprinted character defects, shaped as irregular blocks, colored white, totaling two."
hazelnut/print/03880_00430_010.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white. The upper right part also has misprinted character defects, shaped as irregular blocks, colored white, totaling eight."
hazelnut/print/03881_00431_011.png,"In the image is a hazelnut, against a black background.","The left part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white."
hazelnut/print/03882_00432_012.png,"In the image is a hazelnut, against a black background.","The upper right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling ten."
hazelnut/print/03883_00433_013.png,"In the image is a hazelnut, against a black background.","The right part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white."
hazelnut/print/03884_00434_014.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling three."
hazelnut/print/03885_00435_015.png,"In the image is a hazelnut, against a black background.","The upper left part of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white, totaling five."
hazelnut/print/03886_00436_016.png,"In the image is a hazelnut, against a black background.","The upper half of the hazelnut has misprinted character defects, shaped as irregular blocks, colored white. The upper right part also has misprinted character defects, shaped as irregular blocks, colored white, totaling five."
metal_nut/bent/03979_00561_000.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has over-milling defects, shaped as triangular, colored gray-black. The right part of the gear has abrasion defects, irregular flake-shaped, colored gray-white."
metal_nut/bent/03980_00562_001.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has over-milling defects, shaped as triangular, colored gray-black. The upper right part of the gear has abrasion defects, shaped as long stripes, colored white."
metal_nut/bent/03981_00563_002.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower left part of the gear has over-milling defects, shaped as irregular flakes, colored gray-black."
metal_nut/bent/03982_00564_003.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has over-milling defects, shaped as triangular, colored gray-black. The lower right part of the gear has abrasion defects, shaped as stripes, colored white. The lower left part of the gear has abrasion defects, shaped as long stripes, colored white."
metal_nut/bent/03983_00565_004.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has abrasion defects, shaped as stripes, colored white. The upper right part of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/bent/03984_00566_005.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The left part of the gear has over-milling defects, shaped as triangular, colored gray-black. The lower half of the gear has over-milling defects, shaped as triangular, colored gray-black. The right part of the gear has abrasion defects, flake-shaped, colored gray-white."
metal_nut/bent/03985_00567_006.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower left part of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/bent/03986_00568_007.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has over-milling defects, shaped as triangular, colored gray-black. The upper right part of the gear has abrasion defects, shaped as long stripes, colored white, totaling two. The upper right part has black foreign matter defects, shaped as hairline stripes, colored black. The upper left part has black dirt defects, shaped as small round spots, colored black."
metal_nut/bent/03987_00569_008.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has bending and abrasion defects, shaped as triangular, colored gray-cyan. The upper right part of the gear has bump and loss defects, shaped as irregular blocks, colored gray-cyan."
metal_nut/bent/03988_00570_009.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has over-milling defects, shaped as irregular blocks, colored gray-black. The lower right part of the gear has abrasion defects, shaped as stripes, colored white."
metal_nut/bent/03989_00571_010.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has over-milling defects, shaped as triangular, colored gray-black. The right part of the gear has abrasion defects, shaped as long stripes, colored gray-white, totaling two. The lower right part of the gear has abrasion defects, shaped as stripes, colored gray-white."
metal_nut/bent/03990_00572_011.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has over-milling defects, shaped as irregular triangles, colored gray-black."
metal_nut/bent/03991_00573_012.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has over-milling defects, shaped as irregular triangles, colored gray-black. The upper half of the gear has abrasion defects, shaped as stripes, colored white, totaling three. The lower half of the gear has abrasion defects, shaped as stripes, colored white."
metal_nut/bent/03992_00574_013.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has bending and abrasion defects, shaped as triangular, colored gray-black."
metal_nut/bent/03993_00575_014.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/bent/03994_00576_015.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has bending and abrasion defects, shaped as triangular, colored gray-black. The upper right part of the gear has abrasion defects, shaped as small circles, colored white. The upper left part of the gear has abrasion defects, shaped as long stripes, colored white."
metal_nut/bent/03995_00577_016.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has over-milling defects, shaped as irregular blocks, colored gray-black. The lower right part of the gear has foreign matter defects, shaped as irregular small blocks, colored aqua-white, totaling three."
metal_nut/bent/03996_00578_017.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/bent/03997_00579_018.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has bending and abrasion defects, shaped as triangular, colored gray-cyan. The upper left part of the gear has foreign matter defects, shaped as irregular small blocks, colored blue."
metal_nut/bent/03998_00580_019.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has over-milling defects, shaped as triangular, colored gray-black. The lower right part of the gear has knife mark defects, shaped as stripes, colored gray-white."
metal_nut/bent/03999_00581_020.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has abrasion defects, shaped as long stripes, colored gray-white. The right part of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/bent/04000_00582_021.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has foreign matter defects, shaped as hairline stripes, colored black. The lower left part of the gear has abrasion defects, shaped as long stripes, colored white, totaling two. The lower left part of the gear has bump defects, shaped as irregular circles, colored gray-white. The lower left part of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/bent/04001_00583_022.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has over-milling defects, shaped as irregular blocks, colored gray-black."
metal_nut/bent/04002_00584_023.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has over-milling defects, shaped as irregular blocks, colored gray-black. The upper left part of the gear has bump defects, shaped as irregular stripes, colored white. The upper left part of the gear has foreign matter defects, shaped as hairline stripes, colored blue."
metal_nut/bent/04003_00585_024.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has over-milling defects, shaped as irregular blocks, colored gray-black."
metal_nut/color/04004_00586_000.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has compression defects, shaped as irregular flakes, colored black."
metal_nut/color/04005_00587_001.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has pen mark defects, shaped as long stripes, colored dark blue."
metal_nut/color/04006_00588_002.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The left part of the gear has different color defects, shaped as irregular flakes, colored blue."
metal_nut/color/04007_00589_003.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has blue discoloration, shaped as dots. The lower right part of the gear has discoloration defects, shaped as irregular small blocks, colored blue, totaling six."
metal_nut/color/04008_00590_004.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The left part of the gear has pen mark defects, shaped as long stripes, colored dark blue."
metal_nut/color/04009_00591_005.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower half of the gear has discoloration defects, shaped as irregular flakes, colored blue. The upper left part of the gear has abrasion defects, shaped as stripes, colored white."
metal_nut/color/04010_00592_006.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as irregular blocks, colored black."
metal_nut/color/04011_00593_007.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has discoloration defects, shaped as irregular blocks, colored black. The upper left part of the gear has abrasion defects, shaped as stripes, colored white."
metal_nut/color/04012_00594_008.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has abrasion defects, shaped as irregular long stripes, colored black. The lower right part of the gear has abrasion defects, shaped as stripes, colored white. The lower right part of the gear has abrasion defects, shaped as long stripes, colored white, totaling two."
metal_nut/color/04013_00595_009.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as irregular long stripes, colored black."
metal_nut/color/04014_00596_010.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has abrasion defects, shaped as irregular flake-shaped, colored dark brown. The left part of the gear has abrasion defects, shaped as stripes, colored white."
metal_nut/color/04015_00597_011.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has abrasion defects, shaped as irregular flakes, colored dark brown. The upper right part of the gear has abrasion defects, shaped as irregular flakes, colored dark brown."
metal_nut/color/04016_00598_012.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has different color defects, shaped as irregular flakes, colored red."
metal_nut/color/04017_00599_013.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has different color defects, shaped as irregular flakes, colored red."
metal_nut/color/04018_00600_014.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has different color defects, shaped as irregular flakes, colored red."
metal_nut/color/04019_00601_015.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has different color defects, shaped as irregular flakes, colored red. The lower left part of the gear has abrasion defects, shaped as long stripes, colored white."
metal_nut/color/04020_00602_016.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has different color defects, shaped as irregular flakes, colored dark blue. The lower right part of the gear has abrasion defects, shaped as long stripes, colored white, totaling two. The upper right part of the gear has compression defects, shaped as irregular small flakes, colored white."
metal_nut/color/04021_00603_017.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower half of the gear has different color defects, shaped as irregular flakes, colored blue."
metal_nut/color/04022_00604_018.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has different color defects, shaped as irregular flakes, colored blue."
metal_nut/color/04023_00605_019.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has different color defects, shaped as irregular flakes, colored red. The lower right part of the gear has abrasion defects, shaped as long stripes, colored white, totaling three. The upper right part of the gear has compression defects, shaped as irregular small flakes, colored white."
metal_nut/color/04024_00606_020.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has different color defects, shaped as irregular flakes, colored red. The right part of the gear has different color defects, shaped as long stripes, colored light red."
metal_nut/color/04025_00607_021.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has different color defects, shaped as long stripes, colored light red. The left part of the gear has different color defects, shaped as stripes, colored light red. The upper half of the gear has abrasion defects, shaped as irregular flakes, colored dark brown."
metal_nut/scratch/04026_00630_000.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has abrasion defects, shaped as irregular blocks, colored gray-cyan."
metal_nut/scratch/04027_00631_001.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has abrasion, shaped as small stripes, colored gray-cyan, totaling two. The lower right part of the gear has abrasion defects, shaped as irregular blocks, colored gray-cyan. The upper left part of the gear has abrasion defects, shaped as small stripes, colored gray-cyan, totaling two."
metal_nut/scratch/04028_00632_002.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has abrasion defects, shaped as large irregular pieces, colored gray-cyan."
metal_nut/scratch/04029_00633_003.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The lower right part of the gear has abrasion defects, shaped as long stripes, colored white, totaling two."
metal_nut/scratch/04030_00634_004.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as irregular blocks, colored gray-cyan. The left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan, totaling two. The left part of the gear has abrasion defects, shaped as long stripes, colored white."
metal_nut/scratch/04031_00635_005.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The upper right part of the gear has abrasion defects, shaped as irregular blocks, colored gray-cyan."
metal_nut/scratch/04032_00636_006.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as a large area of long stripes, colored dark brown. The lower right part of the gear has abrasion defects, shaped as irregular blocks, colored gray-cyan."
metal_nut/scratch/04033_00637_007.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has over-milling defects, shaped as triangular, colored gray-black. The upper right part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan, totaling two. The lower left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The lower half of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The lower right part of the gear has abrasion defects, shaped as flakes, colored gray-cyan, totaling four."
metal_nut/scratch/04034_00638_008.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan, totaling three. The upper left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The lower half of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/scratch/04035_00639_009.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The upper right part of the gear has abrasion defects, shaped as irregular flakes, colored dark brown. The right part of the gear has abrasion defects, shaped as irregular flake-shaped, colored dark brown."
metal_nut/scratch/04036_00640_010.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper half of the gear has abrasion defects, shaped as large irregular pieces, colored gray-cyan."
metal_nut/scratch/04037_00641_011.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower half of the gear has abrasion defects, shaped as long irregular stripes, colored gray-cyan. The right part of the gear has over-milling defects, shaped as triangular, colored gray-black."
metal_nut/scratch/04038_00642_012.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The right part of the gear has abrasion defects, shaped as irregular flake-shaped, colored gray-cyan, totaling two."
metal_nut/scratch/04039_00643_013.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan, totaling three. The lower right part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan."
metal_nut/scratch/04040_00644_014.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower half of the gear has abrasion defects, shaped as long irregular stripes, colored gray-cyan. The lower left part of the gear has hair-like defects, shaped as thin hairlines, colored black."
metal_nut/scratch/04041_00645_015.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The lower right part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan."
metal_nut/scratch/04042_00646_016.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan, totaling two. The upper right part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan, totaling two."
metal_nut/scratch/04043_00647_017.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower right part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan. The lower left part of the gear has abrasion defects, shaped as irregular flakes, colored gray-cyan."
metal_nut/scratch/04044_00648_018.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower left part of the gear has abrasion defects, shaped as irregular stripes, colored gray-cyan. The upper right part of the gear has abrasion defects, shaped as irregular stripes, colored gray-cyan."
metal_nut/scratch/04045_00649_019.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper right part of the gear has scratch defects, shaped as a large area of stripes, colored gray-cyan."
metal_nut/scratch/04046_00650_020.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The upper left part of the gear has abrasion defects, shaped as long stripes, colored gray-cyan. The lower left part of the gear has abrasion defects, shaped as large flake-shaped, colored gray-cyan."
metal_nut/scratch/04047_00651_021.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower left part of the gear has abrasion defects, shaped as large blocks of long stripes, colored gray-cyan."
metal_nut/scratch/04048_00652_022.png,"In the image is a metal workpiece, gear-shaped, with four teeth, against a black background.","The lower half of the gear has abrasion defects, shaped as a large area of long stripes, colored gray-cyan."
pill/color/000.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper right part of the white pill has a bump defect, shaped as a long stripe, colored gray. The right side of the white pill has a discoloration defect, shaped as a quadrilateral, colored red. The lower right part of the white pill has a bump defect, shaped as a long stripe, colored gray."
pill/color/001.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The right side of the white pill has four yellow spot defects, whereas the correct pill should have white and red spots. This pill is the wrong type."
pill/color/002.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower right part of the white pill has a yellow discoloration along the edge, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/003.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower half of the white pill has five yellow spot defects, whereas the correct pill should have white and red spots. This pill is the wrong type."
pill/color/004.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper left part of the white pill has three yellow spot defects, whereas the correct pill should have white and red spots. This pill is the wrong type."
pill/color/005.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper right part of the white pill has a red discoloration along the edge, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/006.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper left part of the white pill has a discoloration defect, shaped as an ellipse, colored red, totaling three. The lower right part of the white pill has a bump defect, shaped as a long stripe, colored gray. The lower right part of the white pill has a foreign object defect, shaped as a long stripe, colored white."
pill/color/007.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper right part of the white pill has a discoloration defect, shaped irregularly, colored red, totaling four. The upper right part of the white pill has a bump defect, shaped as a long stripe, colored gray. The lower half of the white pill has a bump defect, shaped as a long stripe, colored gray. The upper right part of the white pill has a bump defect, shaped irregularly, colored gray."
pill/color/008.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower right part of the white pill has a blue spot defect, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/009.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper right part of the white pill has a blue spot defect, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/010.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower left part of the white pill has a small blue discoloration stripe, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/011.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper left part of the white pill has three blue spot defects, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/012.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The right side of the white pill has four blue spot defects, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/013.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper left part of the white pill has three blue spot defects, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
pill/color/014.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The upper right part of the white pill has a bump defect, shaped irregularly, colored gray. The lower right part of the white pill has a discoloration spot defect, shaped as an irregular circle, colored red, totaling seven."
pill/color/015.png,"In the image is a white pill with the engraving ""FF"" on it, against a black background.","The lower right part of the white pill has three blue spot defects, which is incorrect as the proper pill should have white and red spots. This pill is the wrong type."
